"ml/min, IonSource, IonMode, Ionization Potential, Temperature, Curtain Gas, MR Pause, MR Settling Time, BP-Number"
0.600,Turbo Ionspray,Positive,5500 V,550°C,40,5.0070,0.0000,0001
